title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Osnabrück (MuSPAD),Lokal/Regional,Niedersachsen,Osnabrück,,,,,,Osnabrück,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Osnabrück,Allgemeinbevölkerung,Erwachsene,,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,1600,2020-10-15,2020-11-15,https://doi.org/10.1101/2021.05.04.21256597,https://doi.org/10.3238/arztebl.m2021.0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Osnabrück (MuSPAD),Lokal/Regional,Niedersachsen,Osnabrück,,,,,,Osnabrück,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,Helmholtz Zentrum für Infektionsforschung (HZI),https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Osnabrück,Allgemeinbevölkerung,Erwachsene,99,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,1600,2021-03-03,2021-03-30,,,,,,Seroprävalenz aus der zweiten Erhebungswelle in Einwohnerinnen und Einwohnern Osnabrücks,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjustiert für Test-Güte und bevölkerungsgewichtet,0.883,0.992,0.041,0.032,0.052,,2022-03-23,1.3
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Osnabrück (MuSPAD),Lokal/Regional,Niedersachsen,Osnabrück,,,,,,Osnabrück,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Osnabrück,Allgemeinbevölkerung,Erwachsene,99,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2900,2020-10-14,2020-11-10,,,,,,Seroprävalenz aus der ersten Erhebungswelle in Einwohnerinnen und Einwohnern Osnabrücks,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjustiert für Test-Güte und bevölkerungsgewichtet,0.883,0.992,0.013,0.01,0.018,,2022-03-23,2.6
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Reutlingen (MuSPAD),Lokal/Regional,Baden-Württemberg,Reutlingen,,,,,,Reutlingen,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Reutlingen,Allgemeinbevölkerung,Erwachsene,,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2400,2020-07-01,2020-07-28,https://doi.org/10.1101/2021.05.04.21256597,https://doi.org/10.3238/arztebl.m2021.0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Reutlingen (MuSPAD),Lokal/Regional,Baden-Württemberg,Reutlingen,,,,,,Reutlingen,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,Helmholtz Zentrum für Infektionsforschung (HZI),https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Reutlingen,Allgemeinbevölkerung,Erwachsene,99,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2400,2020-10-14,2020-11-10,,,,,,Seroprävalenz aus der zweiten Erhebungswelle in Einwohnerinnen und Einwohnern Reutlingens,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjustiert für Test-Güte und bevölkerungsgewichtet,0.883,0.992,0.028,0.021,0.037,,2022-03-23,3.5
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Reutlingen (MuSPAD),Lokal/Regional,Baden-Württemberg,Reutlingen,,,,,,Reutlingen,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Reutlingen,Allgemeinbevölkerung,Erwachsene,99,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2400,2020-07-01,2020-07-28,,,,,,Seroprävalenz aus der ersten Erhebungswelle in Einwohnerinnen und Einwohnern Reutlingens,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjustiert für Test-Güte und bevölkerungsgewichtet,0.883,0.992,0.026,0.02,0.033,,2022-03-23,4.1
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Vorpommern-Greifswald (MuSPAD),Lokal/Regional,Mecklenburg-Vorpommern,Greifswald,,,,,,Vorpommern-Greifswald,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Vorpommern-Greifswald,Allgemeinbevölkerung,Erwachsene,,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,1000,2021-05-12,2021-06-08,,https://doi.org/10.3238/arztebl.m2021.0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multilokale und Serielle Prävalenzstudie zu Antikörpern gegen SARS-2-Coronavirus in Deutschland - Vorpommern-Greifswald (MuSPAD),Lokal/Regional,Mecklenburg-Vorpommern,Greifswald,,,,,,Vorpommern-Greifswald,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Vorpommern-Greifswald,Allgemeinbevölkerung,Erwachsene,99,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,1000,2021-05-12,2021-06-08,,,,,,Seroprävalenz aus der ersten Erhebungswelle in Einwohnerinnen und Einwohnern von Greifswald,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjustiert für Test-Güte und bevölkerungsgewichtet,0.883,0.992,0.116,0.094,0.143,,2022-03-23,
Prävalenz von SARS-CoV-2-Infektionen und neutralisierenden Antikörpern bei Mitarbeitern eines Industrieunternehmens in Frankfurt am Main,Lokal/Regional,Hessen,Frankfurt am Main,,,,,,Frankfurt am Main,"Universität Marburg, Institut für Virologie",Infraserv GmbH & Co.,Höchst KG,"Universitätsklinikum Frankfurt, Institut für Medizinische Virologie",Gesundheitsamt Frankfurt,Universität Marburg,Universitätsklinikum Frankfurt,,"Institut für Virologie Marburg; Infraserv GmbH & Co. Höchst KG; Institut für Medizinische Virologie, Frankfurt; Gesundheitsamt Frankfurt",,,Querschnitt,"Nicht-systemrelevante Arbeitende, Arbeitslose",Mitarbeitende von Infraserv Höchst,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1000,2020-04-06,2020-04-14,https://doi.org/10.1101/2020.05.20.20107730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serokonversionsrate von SARS-CoV-2 bei Kindern und Jugendlichen und ihren Eltern im Ruhrgebiet (CorKid),Lokal/Regional,Nordrhein-Westfalen,Bochum,Herne,Gütersloh,Ruhrgebiet,,,"Ruhrgebiet (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder (ab 6 Monate) und Jugendliche, die sich zur geplanten Vorsorgeuntersuchung in den beteiligten Kinderarztpraxen in Gütersloh vorstellten, sowie deren Familien",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,3000,2020-06-01,2020-06-30,,,,,,"Untererfassungsfaktor bei Kindern und Jugendlichen, die eine Kinderärztliche Praxis in Gütersloh, Herne oder Bochum zur Vorsorgeuntersuchung im Zeitraum Juni 2020 besuchten",https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Bevölkerungsgewichtet,,,,,,,2022-02-11,2
Serokonversionsrate von SARS-CoV-2 bei Kindern und Jugendlichen und ihren Eltern im Ruhrgebiet (CorKid),Lokal/Regional,Nordrhein-Westfalen,Bochum,Herne,Gütersloh,Ruhrgebiet,,,"Ruhrgebiet (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder (ab 6 Monate) und Jugendliche, die sich zur geplanten Vorsorgeuntersuchung in den beteiligten Kinderarztpraxen vorstellen, sowie deren Familien",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2100,2020-06-15,2021-02-15,https://doi.org/10.1101/2021.10.21.21265322,https://doi.org/10.3390/idr13040088,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01,
Serokonversionsrate von SARS-CoV-2 bei Kindern und Jugendlichen und ihren Eltern im Ruhrgebiet (CorKid),Lokal/Regional,Nordrhein-Westfalen,Gütersloh,Ruhrgebiet,,,,,Ruhrgebiet (Gütersloh),Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder (ab 6 Monate) und Jugendliche, die sich zur geplanten Vorsorgeuntersuchung in den beteiligten Kinderarztpraxen in Gütersloh vorstellten, sowie deren Familien",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,800,2021-02-01,2021-02-15,,,,,,"Untererfassungsfaktor bei Kindern und Jugendlichen, die eine Kinderärztliche Praxis in Gütersloh zur Vorsorgeuntersuchung im Zeitraum Februar 2021 besuchten",https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Bevölkerungsgewichtet,,,,,,,2022-01-27,4
Serokonversionsrate von SARS-CoV-2 bei Kindern und Jugendlichen und ihren Eltern im Ruhrgebiet (CorKid),Lokal/Regional,Nordrhein-Westfalen,Bochum,Herne,Ruhrgebiet,,,,Ruhrgebiet (Bochum und Herne),Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder (ab 6 Monate) und Jugendliche, die sich zur geplanten Vorsorgeuntersuchung in den beteiligten Kinderarztpraxen in Bochum oder Herne vorstellten, sowie deren Familien",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1300,2021-02-01,2021-02-15,,,,,,"Untererfassungsfaktor bei Kindern und Jugendlichen, die eine Kinderärztliche Praxis in Bochum oder Herne zur Vorsorgeuntersuchung im Zeitraum Februar 2021 besuchten",https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Bevölkerungsgewichtet,,,,,,,2022-01-27,3
Serokonversionsrate von SARS-CoV-2 bei Kindern und Jugendlichen und ihren Eltern im Ruhrgebiet (CorKid),Lokal/Regional,Nordrhein-Westfalen,Bochum,Herne,Gütersloh,Ruhrgebiet,,,"Ruhrgebiet (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder (ab 6 Monate) und Jugendliche, die sich zur geplanten Vorsorgeuntersuchung in den beteiligten Kinderarztpraxen in Bochum, Herne oder Gütersloh vorstellten, sowie deren Familien",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2100,2021-02-01,2021-02-15,,,,,,"Seroprävalenz von Kindern und Jugendlichen, die eine Kinderärztliche Praxis im Ruhrgebiet zur Vorsorgeuntersuchung im Zeitraum Februar 2021 besuchten",https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Bevölkerungsgewichtet,,,0.08,,,,2022-01-27,
Serokonversionsrate von SARS-CoV-2 bei Kindern und Jugendlichen und ihren Eltern im Ruhrgebiet (CorKid),Lokal/Regional,Nordrhein-Westfalen,Bochum,Herne,Gütersloh,Ruhrgebiet,,,"Ruhrgebiet (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Quer- und selektiver Längsschnitt,Nicht COVID-bedingte ärztliche Inanspruchnahme,"Kinder (ab 6 Monate) und Jugendliche, die sich zur geplanten Vorsorgeuntersuchung in den beteiligten Kinderarztpraxen vorstellen, sowie deren Familien",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,0,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,,2020-06-15,2020-06-30,,,,,,"Seroprävalenz von Kindern und Jugendlichen, die eine Kinderärztliche Praxis im Ruhrgebiet zur Vorsorgeuntersuchung  besuchten für den Zeitraum Juni 2020",https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Mehrere Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Bevölkerungsgewichtet,,,0.005,,,,2022-02-01,
Prävalenz von SARS-CoV2 (COVID-19) in der Schwangerschaft und bei Geburt in Franken (SCENARIO),Lokal/Regional,Bayern,Franken,,,,,,Franken,Universitätsfrauenklinik Erlangen,,,,,,,,Universitätsfrauenklinik Erlangen,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022088,http://www.covid19scenario.de,Wiederholte Querschnitte,Andere Gruppen,Schwangere Frauen und geburtsmedizinisches Personal der Geburtskliniken in Franken,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2600,2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevölkerungsbasierte infektionsepidemiologische SARS-CoV-2 Surveillance in Mecklenburg-Vorpommern (SHIP-COVID),Lokal/Regional,Mecklenburg-Vorpommern,Vorpommern,,,,,,Vorpommern außer den Inseln,Universitätsmedizin Greifswald,,,,,,,,Universitätsmedizin Greifswald KöR,,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=165334&processor=processor.sa.pressemitteilung,Längsschnitt/Prospektive Kohortenstudie,Wohnbevölkerung,Bereits in die SHIP-Kohorte (Study of Health in Pomerania) eingeschlossene Teilnehmende und weitere Teilnehmende,Allgemeinbevölkerung,Erwachsene,,40,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,1000,2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berliner Corona Schul-und Kitastudie (BECOSS),Lokal/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,https://www.charite.de/klinikum/themen_klinikum/themenschwerpunkt_coronavirus/teststrategie/wissenschaftliche_studien/,Wiederholte Querschnitte,"Schule, Kindertagesstätte","Schülerinnen und Schüler, Kitakinder, deren Haushaltsangehörige und Pädagogisches Personal aus Berliner Schulen und Kitas",Allgemeinbevölkerung und besondere Bevölkerungsgruppen,Mehrere,,,"Mehrstufige, teilweise zufällige Ziehung",Teilnehmende,2000,2020-06-01,,https://doi.org/10.1101/2020.12.08.20245910,https://doi.org/10.3390/ijerph18052739,https://doi.org/10.1093/eurpub/ckab079,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-28,
Berliner Corona Schul-und Kitastudie (BECOSS-Kita),Lokal/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,https://www.charite.de/klinikum/themen_klinikum/themenschwerpunkt_coronavirus/teststrategie/wissenschaftliche_studien/,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Kinder aus Berliner Kindertageseinrichtungen für den Zeitraum von September bis Oktober 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,6,1,"Mehrstufige, teilweise zufällige Ziehung",Teilnehmende,200,2020-09-28,2020-10-02,,,,,,Seroprävalenz der Kitakinder aus Berliner Kitas für den Zeitraum von September bis Oktober 2020,https://doi.org/10.1093/eurpub/ckab079,2021-05-06,Peer-reviewed Publikation,Kapillarblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Nicht adjustiert,,,0,,,,2021-09-28,
Berliner Corona Schul-und Kitastudie (BECOSS-Schule),Lokal/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler aus Schulen in Berlin Juni 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,8,"Mehrstufige, teilweise zufällige Ziehung",Teilnehmende,400,2020-06-11,2020-06-19,,,,,,Seroprävalenz der Schüler und Schülerinnen aus Schulen in Berlin für den Zeitraum Juni 2020,https://doi.org/10.3390/ijerph18052739,2021-08-26,Peer-reviewed Publikation,Kapillarblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Nicht adjustiert,,,0.013,,,,2021-11-03,
Berliner Corona Schul-und Kitastudie (BECOSS-Schule),Lokal/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler aus Berliner Schulen November 2020,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,18,9,"Mehrstufige, teilweise zufällige Ziehung",Teilnehmende,400,2020-11-02,2020-11-16,,,,,,Seroprävalenz der Schüler und Schülerinnen aus Berliner Schulen für den Zeitraum November 2020,https://doi.org/10.2807/1560-7917.ES.2021.26.34.2100184,2021-08-26,Peer-reviewed Publikation,Kapillarblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Nicht adjustiert,,,0.02,0.008,0.041,,2021-11-03,
Seroepidemiologische Studie zur Verbreitung von SARS-CoV-2 in der Bevölkerung an besonders betroffenen Orten in Deutschland - Bad Feilnbach (CORONA-MONITORING lokal),Lokal/Regional,Bayern,Bad Feilnbach,,,,,,Bad Feilnbach,"Robert Koch-Institut, Berlin",,,,,,,,"Robert Koch-Institut, Berlin",,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/cml-studie_node.html,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Bad Feilnbach,Allgemeinbevölkerung,Erwachsene,98,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2200,2020-06-23,2020-07-04,http://dx.doi.org/10.25646/7053,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/Factsheet_Bad_Feilnbach.html,,,,Seroprävalenz der Einwohnerinnen und Einwohner aus Bad Feilnbach,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/Factsheet_Bad_Feilnbach.html,2021-09-15,Webseite,Vollblut,anti -S1,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjustiert für Test-Güte und bevölkerungsgewichtet,0.883,0.994,0.065,0.052,0.081,,2021-11-01,3
Seroepidemiologische Studie zur Verbreitung von SARS-CoV-2 in der Bevölkerung an besonders betroffenen Orten in Deutschland - Berlin-Mitte (CORONA-MONITORING lokal),Lokal/Regional,Berlin,Berlin,,,,,,Berlin-Mitte,"Robert Koch-Institut, Berlin",,,,,,,,"Robert Koch-Institut, Berlin",,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/cml-studie_node.html,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Einwohnerinnen und Einwohner aus Berlin Mitte,Allgemeinbevölkerung,Erwachsene,,18,Einwohnermeldeamts-Zufallsstichprobe,Teilnehmende,2300,2020-11-17,,http://dx.doi.org/10.25646/7053,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/Factsheet_Berlin-Mitte.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
