title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_obtained,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
Multi-local and serial cross-sectional prevalence study on antibodies against SARS-CoV-2 (COVID-19) in Germany - Reutlingen (MuSPAD),Local/Regional,Baden-Wuerttemberg,Reutlingen,,,,,,Reutlingen,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,Helmholtz Zentrum für Infektionsforschung (HZI),https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Cross sectional and selective longitudinal,Household and Community Samples,Residents of Reutlingen,General population,Adults,99,18,Random sampling (central registration-based),Participants,2360,2400,2020-10-14,2020-11-10,,,,,,Seroprevalence from the second wave of the survey in Reutlingen,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,whole blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjusted for test-specificity/test-sensitivity and population-weighted,0.883,0.992,0.028,0.021,0.037,,2022-03-23,3.5
Multi-local and serial cross-sectional prevalence study on antibodies against SARS-CoV-2 (COVID-19) in Germany - Reutlingen (MuSPAD),Local/Regional,Baden-Wuerttemberg,Reutlingen,,,,,,Reutlingen,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Cross sectional and selective longitudinal,Household and Community Samples,Residents of Reutlingen,General population,Adults,99,18,Random sampling (central registration-based),Participants,2407,2400,2020-07-01,2020-07-28,,,,,,Seroprevalence from the first wave of the survey in Reutlingen,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,whole blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjusted for test-specificity/test-sensitivity and population-weighted,0.883,0.992,0.026,0.02,0.033,,2022-03-23,4.1
Multi-local and serial cross-sectional prevalence study on antibodies against SARS-CoV-2 (COVID-19) in Germany - Vorpommern-Greifswald (MuSPAD),Local/Regional,Mecklenburg-Western Pomerania,Greifswald,,,,,,Western Pomerania - Greifswald,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Cross sectional and selective longitudinal,Household and Community Samples,Residents of Vorpommern-Greifswald,General population,Adults,,18,Random sampling (central registration-based),Participants,954,1000,2021-05-12,2021-06-08,,https://doi.org/10.3238/arztebl.m2021.0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-local and serial cross-sectional prevalence study on antibodies against SARS-CoV-2 (COVID-19) in Germany - Vorpommern-Greifswald (MuSPAD),Local/Regional,Mecklenburg-Western Pomerania,Greifswald,,,,,,Western Pomerania - Greifswald,Helmholtz Zentrum für Infektionsforschung (HZI),,,,,,,,"Helmholtz Zentrum für Infektionsforschung (HZI), Braunschweig",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022335,https://hzi-c19-antikoerperstudie.de/,Cross sectional and selective longitudinal,Household and Community Samples,Residents of Vorpommern-Greifswald,General population,Adults,99,18,Random sampling (central registration-based),Participants,954,1000,2021-05-12,2021-06-08,,,,,,Seroprevalence from the first wave of the survey in Vorpommern-Greifswald,https://doi.org/10.3238/arztebl.m2021.0364,2021-11-05,Peer-reviewed Publikation,whole blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjusted for test-specificity/test-sensitivity and population-weighted,0.883,0.992,0.116,0.094,0.143,,2022-03-23,
Prävalenz von SARS-CoV-2-Infektionen und neutralisierenden Antikörpern bei Mitarbeitern eines Industrieunternehmens in Frankfurt am Main,Local/Regional,Hesse,Frankfurt am Main,,,,,,Frankfurt am Main,"Universität Marburg, Institut für Virologie",Infraserv GmbH & Co.,Höchst KG,"Universitätsklinikum Frankfurt, Institut für Medizinische Virologie",Gesundheitsamt Frankfurt,Universität Marburg,Universitätsklinikum Frankfurt,,"Institut für Virologie Marburg; Infraserv GmbH & Co. Höchst KG; Institut für Medizinische Virologie, Frankfurt; Gesundheitsamt Frankfurt",,,Cross sectional,Non-essential workers and unemployed persons,Employees of Infraserv Höchst,Selected population groups,Adults,,18,Convenience sample,Participants,998,1000,2020-04-06,2020-04-14,https://doi.org/10.1101/2020.05.20.20107730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19/ SARS-CoV-2 seroconversion in kids (CorKid),Local/Regional,North Rhine-Westphalia,Bochum,Herne,Gütersloh,Ruhr Area,,,"Ruhr area (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,"Children (6 months and older) and adolescents presenting for scheduled screening at participating pediatric practices in Gütersloh, and their families",General population,Children/adolescents ≤18 years,18,0,Convenience sample,Participants,,3000,2020-06-01,2020-06-30,,,,,,"Underreporting factor of children and adolescents who visited a pediatrician's practice in Gütersloh, Herne or Bochum for screening in the period June 2020",https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Multiple antibodies,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Population-weighted,,,,,,,2022-02-11,2
COVID19/ SARS-CoV-2 seroconversion in kids (CorKid),Local/Regional,North Rhine-Westphalia,Bochum,Herne,Gütersloh,Ruhr Area,,,"Ruhr area (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,"Children (6 months and older) and adolescents presenting for scheduled screening at participating pediatric practices, and their families",General population,Children/adolescents ≤18 years,18,0,Convenience sample,Participants,2090,2100,2020-06-15,2021-02-15,https://doi.org/10.1101/2021.10.21.21265322,https://doi.org/10.3390/idr13040088,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01,
COVID19/ SARS-CoV-2 seroconversion in kids (CorKid),Local/Regional,North Rhine-Westphalia,Gütersloh,Ruhr Area,,,,,Ruhr Area (Gütersloh),Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,"Children (6 months and older) and adolescents presenting for scheduled screening at participating pediatric practices in Gütersloh, and their families",General population,Children/adolescents ≤18 years,18,0,Convenience sample,Participants,819,800,2021-02-01,2021-02-15,,,,,,Underreporting factor of children and adolescents who visited a pediatrician's practice in Bochum for screening in the period February 2021,https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Multiple antibodies,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Population-weighted,,,,,,,2022-01-27,4
COVID19/ SARS-CoV-2 seroconversion in kids (CorKid),Local/Regional,North Rhine-Westphalia,Bochum,Herne,Ruhr Area,,,,Ruhr Area (Bochum and Herne),Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,"Children (6 months and older) and adolescents presenting for scheduled screening at participating pediatric practices in Bochum or Herne, and their families",General population,Children/adolescents ≤18 years,18,0,Convenience sample,Participants,1271,1300,2021-02-01,2021-02-15,,,,,,Underreporting factor of children and adolescents who visited a pediatrician's practice in Gütersloh or Herne for screening in the period February 2021,https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Multiple antibodies,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Population-weighted,,,,,,,2022-01-27,3
COVID19/ SARS-CoV-2 seroconversion in kids (CorKid),Local/Regional,North Rhine-Westphalia,Bochum,Herne,Gütersloh,Ruhr Area,,,"Ruhr area (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,"Children (6 months and older) and adolescents presenting for scheduled screening at participating pediatric practices in Bochum, Herne or Gütersloh, and their families",General population,Children/adolescents ≤18 years,18,0,Convenience sample,Participants,2090,2100,2021-02-01,2021-02-15,,,,,,Seroprevalence of children and adolescents who visited a pediatrician's practice in the Ruhr area for screening in the period of February 2021,https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Multiple antibodies,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Population-weighted,,,0.08,,,,2022-01-27,
COVID19/ SARS-CoV-2 seroconversion in kids (CorKid),Local/Regional,North Rhine-Westphalia,Bochum,Herne,Gütersloh,Ruhr Area,,,"Ruhr area (Bochum, Herne, Gütersloh)",Universitätskinderklinik Bochum,"St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",,,,,,,"Universitätskinderklinik Bochum, St. Josef-Hospital, Klinikum der Ruhr-Universität-Bochum",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022434,https://corkid.de/,Cross sectional and selective longitudinal,Persons seeking care for non-COVID reasons,"Children (6 months and older) and adolescents presenting for scheduled screening at participating pediatric practices, and their families",General population,Children/adolescents ≤18 years,18,0,Convenience sample,Participants,2090,,2020-06-15,2020-06-30,,,,,,Seroprevalence of children and adolescents who visited a pediatrician's practice in the Ruhr area for screening in the period of June 2020,https://doi.org/10.3390/idr13040088,2021-11-12,Peer-reviewed Publikation,,anti Nucleocapsid,Multiple antibodies,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Population-weighted,,,0.005,,,,2022-02-01,
"Prevalence of SARS-CoV-2 (COVID-19) in pregnancy and at delivery in Franconia, Germany (SCENARIO)",Local/Regional,Bavaria,Franconia,,,,,,Franconia,Universitätsfrauenklinik Erlangen,,,,,,,,Universitätsfrauenklinik Erlangen,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022088,http://www.covid19scenario.de,Repeated cross-sectional,Other groups,Pregnant women and obstetric staff of maternity hospitals in Franconia,Selected population groups,Adults,,18,Convenience sample,Participants,,2600,2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevölkerungsbasierte infektionsepidemiologische SARS-CoV-2 Surveillance in Mecklenburg-Vorpommern (SHIP-COVID),Local/Regional,Mecklenburg-Western Pomerania,Western Pomerania,,,,,,Western Pomerania except the islands,Universitätsmedizin Greifswald,,,,,,,,Universitätsmedizin Greifswald KöR,,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=165334&processor=processor.sa.pressemitteilung,Longitudinal/Prospectice cohort study,Household and Community Samples,Participants already included in the SHIP (Study of Health in Pomerania) cohort and additional participants,General population,Adults,,40,Cohort-sample - Sampling from existing cohort study in the general population,Participants,,1000,2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berliner Corona Schul-und Kitastudie (BECOSS),Local/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,https://www.charite.de/klinikum/themen_klinikum/themenschwerpunkt_coronavirus/teststrategie/wissenschaftliche_studien/,Repeated cross-sectional,"School, Kindergarten/Daycare","Pupils, daycare children, their household members and pedagogical staff from Berlin schools and daycare centers",General population and selected population groups,Multiple,,,"Multistage, partial random sampling",Participants,,2000,2020-06-01,,https://doi.org/10.1101/2020.12.08.20245910,https://doi.org/10.3390/ijerph18052739,https://doi.org/10.1093/eurpub/ckab079,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-28,
Berliner Corona Schul-und Kitastudie (BECOSS-Kita),Local/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,https://www.charite.de/klinikum/themen_klinikum/themenschwerpunkt_coronavirus/teststrategie/wissenschaftliche_studien/,Repeated cross-sectional,"School, Kindergarten/Daycare",Pre-school children from kindergartens in Berlin for the period from September to October 2020,General population,Children/adolescents ≤18 years,6,1,"Multistage, partial random sampling",Participants,155,200,2020-09-28,2020-10-02,,,,,,Seroprevalence among pre-school children from kindergartens in Berlin for the period from September to October 2020,https://doi.org/10.1093/eurpub/ckab079,2021-05-06,Peer-reviewed Publikation,capillary blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Not adjusted,,,0,,,,2021-09-28,
Berliner Corona Schul-und Kitastudie (BECOSS-Schule),Local/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students from schools in Berlin June 2020,Selected population groups,Children/adolescents ≤18 years,18,8,"Multistage, partial random sampling",Participants,385,400,2020-06-11,2020-06-19,,,,,,Seroprevalence among students from schools in Berlin for the period of June 2020,https://doi.org/10.3390/ijerph18052739,2021-08-26,Peer-reviewed Publikation,capillary blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Not adjusted,,,0.013,,,,2021-11-03,
Berliner Corona Schul-und Kitastudie (BECOSS-Schule),Local/Regional,Berlin,Berlin,,,,,,Berlin,"Charité - Universitätsmedizin Berlin, Institut für Tropenmedizin und Internationale Gesundheit",Charité - Universitätsmedizin Berlin,,,,,,,"Institut für Tropenmedizin und Internationale Gesundheit, Charité - Universitätsmedizin Berlin",,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students from schools in Berlin November 2020,Selected population groups,Children/adolescents ≤18 years,18,9,"Multistage, partial random sampling",Participants,352,400,2020-11-02,2020-11-16,,,,,,Seroprevalence among students from schools in Berlin for the period of November 2020,https://doi.org/10.2807/1560-7917.ES.2021.26.34.2100184,2021-08-26,Peer-reviewed Publikation,capillary blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Not adjusted,,,0.02,0.008,0.041,,2021-11-03,
Seroepidemiologische Studie zur Verbreitung von SARS-CoV-2 in der Bevölkerung an besonders betroffenen Orten in Deutschland - Bad Feilnbach (CORONA-MONITORING lokal),Local/Regional,Bavaria,Bad Feilnbach,,,,,,Bad Feilnbach,"Robert Koch-Institut, Berlin",,,,,,,,"Robert Koch-Institut, Berlin",,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/cml-studie_node.html,Cross sectional and selective longitudinal,Household and Community Samples,Residents of Bad Feilnbach,General population,Adults,98,18,Random sampling (central registration-based),Participants,2150,2200,2020-06-23,2020-07-04,http://dx.doi.org/10.25646/7053,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/Factsheet_Bad_Feilnbach.html,,,,Seroprevalence among inhabitants of Bad Feilnbach,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/Factsheet_Bad_Feilnbach.html,2021-09-15,Webseite,whole blood,anti -S1 domain,IgG,"ELISA ",EUROIMMUN,,,,,,,EUROIMMUN,Adjusted for test-specificity/test-sensitivity and population-weighted,0.883,0.994,0.065,0.052,0.081,,2021-11-01,3
Seroepidemiologische Studie zur Verbreitung von SARS-CoV-2 in der Bevölkerung an besonders betroffenen Orten in Deutschland - Berlin-Mitte (CORONA-MONITORING lokal),Local/Regional,Berlin,Berlin,,,,,,Berlin-Mitte,"Robert Koch-Institut, Berlin",,,,,,,,"Robert Koch-Institut, Berlin",,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/cml-studie_node.html,Cross sectional and selective longitudinal,Household and Community Samples,Residents of Berlin Mitte,General population,Adults,,18,Random sampling (central registration-based),Participants,2287,2300,2020-11-17,,http://dx.doi.org/10.25646/7053,https://www.rki.de/DE/Content/Gesundheitsmonitoring/Studien/cml-studie/Factsheet_Berlin-Mitte.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
